#
#Allele symbols are usually of the form xxx<yy>, where the <> enclose the part of the symbol that is superscripted.
#
#Transgene insertions, with symbols of the form Tg(aaa)##bbb, are included in this listing, but notably have no corresponding gene marker.
#
#For details of nomenclature rules, see http://www.informatics.jax.org/mgihome/nomen/index.shtml
#
MGI:3529191	A530023G15Rik<tm1Lex>	targeted mutation 1, Lexicon Genetics	Targeted (knock-out)		MGI:2444306	A530023G15Rik	NM_177393	ENSMUSG00000042365	
MGI:3531104	A630077B13Rik<Gt(IRESBetageo)653Lex>	gene trap 653, Lexicon Genetics	Gene trapped		MGI:2443082	A630077B13Rik	NM_175449	ENSMUSG00000046031	
MGI:3530321	A930004K21Rik<Gt(neo)432Lex>	gene trap 432, Lexicon Genetics	Gene trapped		MGI:2442557	A930004K21Rik	NM_172673	ENSMUSG00000027238	
MGI:3529277	A930038C07Rik<tm1Lex>	targeted mutation 1, Lexicon Genetics	Targeted (knock-out)		MGI:1915419	A930038C07Rik	NM_172399	ENSMUSG00000049001	
MGI:3052711	Aadat<tm1Tag>	targeted mutation 1, Danilo A Tagle	Targeted (knock-out)	15282294	MGI:1345167	Aadat	NM_011834	ENSMUSG00000057228	MP:0003631,MP:0005386,MP:0005391
MGI:1889306	Aal	active avoidance learning	Spontaneous	4743225	MGI:87855	Aal			MP:0005386
MGI:2180134	Aanat<C57BL/6J>	C57BL/6 Jackson	Spontaneous	9838107	MGI:1328365	Aanat	NM_009591	ENSMUSG00000020804	
MGI:1889307	Aap	active avoidance performance	Spontaneous		MGI:87856	Aap			MP:0005386
MGI:2176283	Aatf<Gt(pGT1.8geo)3Pgr>	gene trap 3, Peter Gruss	Gene trapped	11071758	MGI:1929608	Aatf	NM_019816	ENSMUSG00000018697	MP:0005374,MP:0005378,MP:0005380
MGI:3577725	Abca1<tm1.1Jp>	targeted mutation 1.1, John S Parks	Targeted (knock-out)	15841208	MGI:99607	Abca1	NM_013454	ENSMUSG00000015243	MP:0005376
MGI:3525100	Abca1<tm1Blt>	targeted mutation 1, Horst Bluethmann	Targeted (knock-out)	15163665	MGI:99607	Abca1	NM_013454	ENSMUSG00000015243	MP:0005376,MP:0005397
MGI:1935192	Abca1<tm1Jdm>	targeted mutation 1, John D McNeish	Targeted (knock-out)	10760292	MGI:99607	Abca1	NM_013454	ENSMUSG00000015243	MP:0005373,MP:0005374,MP:0005376,MP:0005378,MP:0005379,MP:0005380,MP:0005381,MP:0005385,MP:0005387,MP:0005388,MP:0005389,MP:0005397
MGI:3577723	Abca1<tm1Jp>	targeted mutation 1, John S Parks	Targeted (Floxed/Frt)	15841208	MGI:99607	Abca1	NM_013454	ENSMUSG00000015243	MP:0005376
MGI:1935193	Abca1<tm1Wpfl>	targeted mutation 1, Wai-Ping Fung-Leung	Targeted (knock-out)	10980140	MGI:99607	Abca1	NM_013454	ENSMUSG00000015243	MP:0005367,MP:0005369,MP:0005370,MP:0005373,MP:0005374,MP:0005376,MP:0005378,MP:0005379,MP:0005380,MP:0005381,MP:0005385,MP:0005387,MP:0005388,MP:0005389
MGI:3528440	Abca12<tm1Lex>	targeted mutation 1, Lexicon Genetics	Targeted (knock-out)		MGI:2676312	Abca12		ENSMUSG00000056502	MP:0005373
MGI:3528442	Abca13<tm1Lex>	targeted mutation 1, Lexicon Genetics	Targeted (knock-out)		MGI:2388707	Abca13		ENSMUSG00000004668	
MGI:1857860	Abca4<tm1Ght>	targeted mutation 1, Gabriel H Travis	Targeted (knock-out)	10412977	MGI:109424	Abca4	NM_007378	ENSMUSG00000028125	MP:0003631,MP:0005391
MGI:3581814	Abca5<tm1Akya>	targeted mutation 1, Akihito Yamaguchi	Targeted (knock-out)	15870284	MGI:2386607	Abca5	NM_147219	ENSMUSG00000018800	MP:0005369,MP:0005370,MP:0005372,MP:0005376,MP:0005379,MP:0005385,MP:0005386,MP:0005391
MGI:3574592	Abca7<tm1Frm>	targeted mutation 1, Mason W Freeman	Targeted (knock-out)	15550377	MGI:1351646	Abca7	NM_013850	ENSMUSG00000035722	MP:0005367,MP:0005375,MP:0005376
MGI:2136289	Abcb11<tm1Wng>	targeted mutation 1, Renxue Wang	Targeted (knock-out)	11172067	MGI:1351619	Abcb11	NM_021022	ENSMUSG00000027048	MP:0005370,MP:0005376,MP:0005378
MGI:3044239	Abcb1a<mds>	multiple drug sensitive	Spontaneous	9144452	MGI:97570	Abcb1a	NM_011076	ENSMUSG00000040584	MP:0005376
MGI:2180054	Abcb1a<tm1Bor>	targeted mutation 1, Piet Borst	Targeted (knock-out)	7910522	MGI:97570	Abcb1a	NM_011076	ENSMUSG00000040584	MP:0005376,MP:0005386,MP:0005389
MGI:3610191	Abcb1b<tm1Bor>	targeted mutation 1, Piet Borst	Targeted (knock-out)	9108099	MGI:97568	Abcb1b	NM_011075	ENSMUSG00000028970	MP:0005376
MGI:2155889	Abcb1b<tm2Bor>	targeted mutation 2, Piet Borst	Targeted (knock-out)	9108099	MGI:97568	Abcb1b	NM_011075	ENSMUSG00000028970	MP:0005376
MGI:1857236	Abcb4<tm1Bor>	targeted mutation 1, Piet Borst	Targeted (knock-out)	8106172	MGI:97569	Abcb4	NM_008830	ENSMUSG00000042476	MP:0005370,MP:0005376,MP:0005387,MP:0005395
MGI:2653091	Abcc1<tm1Acs>	targeted mutation 1, Alan C Sartorelli	Targeted (knock-out)	9393741	MGI:102676	Abcc1	NM_008576	ENSMUSG00000023088	MP:0005376,MP:0005397
